pair_id,category,ground_truth,img_a,img_b,notes
hda_f_047,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_047_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_047_Lookalike.jpg,
hda_f_048,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_048_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_048_Lookalike.jpg,
hda_f_049,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_049_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_049_Lookalike.jpg,
hda_f_050,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_050_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_050_Lookalike.jpg,
hda_f_051,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_051_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_051_Lookalike.jpg,
hda_f_052,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_052_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_052_Lookalike.jpg,
hda_f_053,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_053_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_053_Lookalike.jpg,
hda_f_054,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_054_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_054_Lookalike.jpg,
hda_f_055,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_055_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_055_Lookalike.jpg,
hda_f_056,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_056_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_056_Lookalike.jpg,
hda_f_057,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_057_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_057_Lookalike.jpg,
hda_f_058,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_058_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_058_Lookalike.jpg,
hda_f_059,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_059_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_059_Lookalike.jpg,
hda_f_060,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_060_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_060_Lookalike.jpg,
hda_f_061,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_061_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_061_Lookalike.jpg,
hda_f_062,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_062_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_062_Lookalike.jpg,
hda_f_063,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_063_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_063_Lookalike.jpg,
hda_f_064,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_064_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_064_Lookalike.jpg,
hda_f_065,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_065_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_065_Lookalike.jpg,
hda_f_066,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_066_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_066_Lookalike.jpg,
hda_f_067,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_067_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_067_Lookalike.jpg,
hda_f_068,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_068_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_068_Lookalike.jpg,
hda_f_069,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_069_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_069_Lookalike.jpg,
hda_f_070,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_070_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_070_Lookalike.jpg,
hda_f_071,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_071_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_071_Lookalike.jpg,
hda_f_072,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_072_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_072_Lookalike.jpg,
hda_f_073,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_073_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_073_Lookalike.jpg,
hda_f_074,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_074_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_074_Lookalike.png,
hda_f_075,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_075_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_075_Lookalike.jpg,
hda_f_076,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_076_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_076_Lookalike.jpg,
hda_f_077,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_077_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_077_Lookalike.jpg,
hda_f_078,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_078_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_078_Lookalike.jpg,
hda_f_079,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_079_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_079_Lookalike.jpg,
hda_f_080,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_080_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_080_Lookalike.png,
hda_f_081,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_081_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_081_Lookalike.jpg,
hda_f_082,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_082_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_082_Lookalike.jpg,
hda_f_083,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_083_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_083_Lookalike.jpg,
hda_f_084,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_084_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_084_Lookalike.jpg,
hda_f_085,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_085_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_085_Lookalike.jpg,
hda_f_086,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_086_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_086_Lookalike.jpg,
hda_f_087,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_087_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_087_Lookalike.jpg,
hda_f_088,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_088_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_088_Lookalike.jpg,
hda_f_089,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_089_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_089_Lookalike.jpg,
hda_f_090,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_090_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_090_Lookalike.jpg,
hda_f_091,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_091_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_091_Lookalike.jpg,
hda_f_092,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_092_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_092_Lookalike.jpg,
hda_f_093,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_093_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_093_Lookalike.jpg,
hda_f_094,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_094_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_094_Lookalike.jpg,
hda_f_095,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_095_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_095_Lookalike.jpg,
hda_f_096,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_096_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_096_Lookalike.jpg,
hda_f_097,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_097_Original.jpeg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_097_Lookalike.jpeg,
hda_f_098,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_098_Original.jpeg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_098_Lookalike.jpeg,
hda_f_099,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_099_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_099_Lookalike.jpg,
hda_f_100,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_100_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_100_Lookalike.jpg,
hda_f_101,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_101_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_101_Lookalike.png,
hda_f_102,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_102_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_102_Lookalike.jpg,
hda_f_103,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_103_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_103_Lookalike.jpg,
hda_f_104,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_104_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_104_Lookalike.jpg,
hda_f_105,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_105_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_105_Lookalike.jpg,
hda_f_106,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_106_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_106_Lookalike.jpg,
hda_f_107,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_107_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_107_Lookalike.jpg,
hda_f_108,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_108_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_108_Lookalike.jpg,
hda_f_109,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_109_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_109_Lookalike.jpg,
hda_f_110,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_110_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_110_Lookalike.jpg,
hda_f_111,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_111_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_111_Lookalike.png,
hda_f_112,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_112_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_112_Lookalike.png,
hda_f_113,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_113_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_113_Lookalike.png,
hda_f_114,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_114_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_114_Lookalike.png,
hda_f_115,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_115_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_115_Lookalike.png,
hda_f_116,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_116_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_116_Lookalike.png,
hda_f_117,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_117_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_117_Lookalike.png,
hda_f_118,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_118_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_118_Lookalike.jpg,
hda_f_119,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_119_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_119_Lookalike.jpg,
hda_f_120,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_120_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_120_Lookalike.jpg,
hda_f_121,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_121_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_121_Lookalike.jpg,
hda_f_122,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_122_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_122_Lookalike.jpg,
hda_f_123,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_123_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_123_Lookalike.jpg,
hda_f_124,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_124_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_124_Lookalike.jpg,
hda_f_125,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_125_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_125_Lookalike.jpg,
hda_f_126,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_126_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_126_Lookalike.jpg,
hda_f_127,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_127_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_127_Lookalike.jpg,
hda_f_128,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_128_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_128_Lookalike.jpg,
hda_f_129,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_129_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_129_Lookalike.jpg,
hda_f_130,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_130_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_130_Lookalike.jpg,
hda_f_131,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_131_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_131_Lookalike.jpg,
hda_f_132,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_132_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_132_Lookalike.jpg,
hda_f_133,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_133_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_133_Lookalike.jpg,
hda_f_134,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_134_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_134_Lookalike.jpg,
hda_f_135,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_135_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_135_Lookalike.jpg,
hda_f_136,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_136_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_136_Lookalike.jpg,
hda_f_137,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_137_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_137_Lookalike.jpg,
hda_f_138,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_138_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_138_Lookalike.jpg,
hda_f_139,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_139_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_139_Lookalike.jpg,
hda_f_140,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_140_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_140_Lookalike.jpg,
hda_f_141,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_141_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_141_Lookalike.jpg,
hda_f_142,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_142_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_142_Lookalike.jpg,
hda_f_143,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_143_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_143_Lookalike.jpg,
hda_f_144,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_144_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_144_Lookalike.jpg,
hda_f_145,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_145_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_145_Lookalike.jpg,
hda_f_146,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_146_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_146_Lookalike.jpg,
hda_f_147,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_147_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_147_Lookalike.jpg,
hda_f_148,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_148_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_148_Lookalike.jpg,
hda_f_149,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_149_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_149_Lookalike.jpg,
hda_f_150,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_150_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_150_Lookalike.jpg,
hda_f_151,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_151_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_151_Lookalike.jpg,
hda_f_152,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_152_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_152_Lookalike.jpg,
hda_f_153,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_153_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_153_Lookalike.jpg,
hda_f_154,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_154_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_154_Lookalike.jpg,
hda_f_155,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_155_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_155_Lookalike.png,
hda_f_156,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_156_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_156_Lookalike.jpg,
hda_f_157,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_157_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_157_Lookalike.jpg,
hda_f_158,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_158_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_158_Lookalike.jpg,
hda_f_159,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_159_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_159_Lookalike.jpg,
hda_f_160,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_160_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_160_Lookalike.png,
hda_f_161,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_161_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_161_Lookalike.jpg,
hda_f_162,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_162_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_162_Lookalike.png,
hda_f_163,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_163_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_163_Lookalike.png,
hda_f_164,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_164_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_164_Lookalike.png,
hda_f_165,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_165_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_165_Lookalike.png,
hda_f_166,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_166_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_166_Lookalike.png,
hda_f_167,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_167_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_167_Lookalike.png,
hda_f_168,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_168_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_168_Lookalike.png,
