pair_id,category,ground_truth,s0,decision,decision_margin,confidence_label,abs_A_top_minus_bottom,abs_A_top_vs_bottom,abs_A_random_vs_bottom,abs_A_top_beats_random,abs_B_top_minus_bottom,abs_B_top_vs_bottom,abs_B_random_vs_bottom,abs_B_top_beats_random,sup_A_top_minus_bottom,sup_A_top_vs_bottom,sup_B_top_minus_bottom,sup_B_top_vs_bottom,sup_all_same_sign,dir_n_directional,dir_insufficient,dir_flag,dir_top_minus_bottom,dir_top_vs_bottom,dir_top_beats_random,rho_gc_mean_gray,rho_gc_norm_gray,rho_gc_sum_gray,rho_gc_mean_blur,n_parts_abs,top_gc_part,top_abs_gray,top_abs_blur,top_sup_gray,top_sup_blur,s0_warning,gradcam_error,error
lfw_nonmatch_042,lfw_eval,non-match,0.0717,non-match,-0.2432,high,0.0135,1.7065,1.1743,True,0.0228,1.7995,1.2087,True,0.0517,-0.5860,0.0691,0.0316,False,2,True,,,,,0.3571,0.2857,0.3571,0.3571,7,r_brow,skin,skin,l_brow,r_brow,,,
lfw_nonmatch_043,lfw_eval,non-match,0.0287,non-match,-0.2862,high,-0.0088,0.3265,0.6519,False,-0.0118,0.1721,0.5211,False,0.0037,0.2875,0.0140,49.5598,False,6,False,,-0.0075,0.1827,False,-0.1190,-0.2143,0.0238,0.0952,8,mouth,hair,skin,hair,skin,,,
lfw_nonmatch_044,lfw_eval,non-match,-0.0047,non-match,-0.3196,high,0.0055,1.8879,1.4439,True,0.0047,1.2291,1.1145,True,0.0055,-0.1280,0.0434,-0.5144,False,3,True,,,,,0.3714,0.4286,0.8286,-0.3143,6,nose,skin,skin,hair,hair,,,
lfw_nonmatch_045,lfw_eval,non-match,0.1343,non-match,-0.1805,high,0.0123,3.2211,1.9546,True,0.0285,2.8732,1.4959,True,0.0097,0.2657,0.0436,-0.0833,False,2,True,,,,,0.4048,0.4524,0.8571,0.3095,8,r_brow,skin,skin,mouth,r_brow,,,
lfw_nonmatch_046,lfw_eval,non-match,-0.0177,non-match,-0.3326,high,,,,,,,,,,,,,True,4,True,all_positive_nonmatch,,,,0.8000,-0.8000,0.6000,0.8000,4,skin,skin,hair,skin,hair,,,
lfw_nonmatch_047,lfw_eval,non-match,0.0016,non-match,-0.3133,high,,,,,,,,,,,,,False,3,True,,,,,-0.2000,0.5000,0.6000,0.0000,5,r_brow,hair,skin,hair,skin,,,
lfw_nonmatch_048,lfw_eval,non-match,0.0492,non-match,-0.2656,high,0.0081,3.2967,2.1483,True,0.0093,2.1352,1.5676,True,-0.0034,0.5309,-0.0029,1.9690,False,2,True,,,,,0.0857,0.0857,0.6571,0.6000,6,r_brow,skin,skin,hair,skin,,,
lfw_nonmatch_049,lfw_eval,non-match,0.0786,non-match,-0.2362,high,0.0257,15.1035,9.1865,True,0.0425,7.2281,5.3507,True,-0.0070,0.7144,-0.0165,-1.4258,False,6,False,,0.0173,65.9281,True,0.5714,0.2143,0.8810,0.4286,8,r_brow,skin,skin,r_brow,skin,,,
lfw_nonmatch_050,lfw_eval,non-match,-0.0582,non-match,-0.3730,high,0.0020,1.7027,1.4124,True,0.0102,1.4176,1.0729,True,-0.0042,-0.1117,-0.0433,0.0693,False,5,True,,,,,-0.5714,-0.5952,0.4762,-0.0714,8,mouth,skin,skin,skin,hair,,,
lfw_nonmatch_051,lfw_eval,non-match,0.1041,non-match,-0.2107,high,0.0045,1.7933,1.3966,True,0.0209,4.3548,2.6774,True,0.0101,-1.6313,0.0076,0.1927,False,2,True,,,,,0.2000,0.1429,0.2571,0.2571,6,l_brow,hair,skin,hair,hair,,,
lfw_nonmatch_052,lfw_eval,non-match,0.0201,non-match,-0.2947,high,0.0070,2.0131,1.4600,True,0.0330,2.5216,1.4641,True,-0.0158,-2.8286,-0.0281,0.0845,False,6,False,,-0.0053,0.2234,False,0.0952,-0.0952,0.6429,0.1667,8,hair,skin,skin,skin,nose,,,
lfw_nonmatch_053,lfw_eval,non-match,0.0991,non-match,-0.2157,high,-0.0028,0.8402,0.8568,False,0.0299,2.7237,1.5823,True,0.0194,-2.7954,-0.0205,8.2119,False,5,True,,,,,0.0000,-0.8783,0.2196,0.4392,8,hair,skin,hair,r_brow,skin,,,
lfw_nonmatch_054,lfw_eval,non-match,-0.0451,non-match,-0.3600,high,0.0012,1.0881,1.0441,True,0.0115,1.7076,1.3538,True,-0.0004,0.9711,0.0115,1.7076,True,6,False,,0.0004,1.0296,True,0.3714,0.4857,0.8286,-0.3714,6,l_brow,skin,skin,skin,skin,,,
lfw_nonmatch_055,lfw_eval,non-match,-0.0690,non-match,-0.3838,high,0.0046,1.4526,1.2263,True,0.0721,9.5714,5.2857,True,0.0231,-0.8551,0.0889,-4.3458,False,2,True,,,,,0.6000,0.4857,0.7714,0.2571,6,hair,skin,skin,skin,skin,,,
lfw_nonmatch_056,lfw_eval,non-match,0.0090,non-match,-0.3058,high,0.0112,5.0793,3.1917,True,0.0445,32.8386,16.9901,True,0.0116,-0.6191,0.0385,7.5463,False,3,True,,,,,-0.1071,-0.4643,0.0714,0.3214,7,hair,skin,r_brow,skin,r_eye,,,
lfw_nonmatch_057,lfw_eval,non-match,0.1657,non-match,-0.1491,medium,0.0201,2.7140,1.8570,True,0.0958,6.5776,3.7888,True,0.0194,-0.0845,0.0175,0.7035,False,2,True,,,,,0.1429,0.7143,1.0000,-0.1429,6,r_brow,skin,skin,mouth,nose,,,
lfw_nonmatch_058,lfw_eval,non-match,0.0127,non-match,-0.3021,high,0.0039,1.4934,1.2467,True,0.0103,2.1170,1.5585,True,0.0197,-0.1474,0.0287,-0.4724,False,3,True,,,,,-0.1429,-0.3143,0.1429,-0.2571,6,mouth,skin,skin,nose,nose,,,
lfw_nonmatch_059,lfw_eval,non-match,0.1120,non-match,-0.2028,high,0.0203,7.3243,3.3510,True,0.0953,21.1575,8.5961,True,0.0258,-0.0981,0.1027,-0.0272,False,3,True,,,,,0.0000,0.1190,0.6429,0.0238,8,nose,skin,skin,r_eye,l_brow,,,
lfw_nonmatch_060,lfw_eval,non-match,0.0892,non-match,-0.2256,high,0.0066,3.2129,2.5848,True,0.0287,2.2779,1.4228,True,0.0133,-0.8574,0.0627,-0.4584,False,4,True,,,,,0.5714,-0.3214,0.8571,0.8929,7,mouth,skin,mouth,hair,mouth,,,
lfw_nonmatch_061,lfw_eval,non-match,0.0214,non-match,-0.2934,high,0.0061,2.9394,2.5715,True,0.0024,1.2492,1.2680,False,0.0018,0.5669,-0.0150,-0.1791,False,5,True,,,,,-0.0476,0.0238,0.5238,-0.3571,8,r_eye,nose,l_brow,nose,l_brow,,,
lfw_nonmatch_062,lfw_eval,non-match,0.0453,non-match,-0.2695,high,-0.0025,0.6929,1.0552,False,-0.0033,0.7883,0.8272,False,0.0100,7.4842,0.0129,-0.7780,False,4,True,,,,,0.2500,-0.5000,0.0000,-0.3214,7,hair,hair,skin,r_brow,skin,,,
lfw_nonmatch_063,lfw_eval,non-match,0.1282,non-match,-0.1866,high,0.0046,1.3419,1.1710,True,0.0117,2.1266,1.5633,True,-0.0308,-2.4872,-0.0318,-1.7383,False,4,True,,,,,0.0286,0.1429,0.3714,0.1429,6,r_brow,skin,l_brow,nose,skin,,,
lfw_nonmatch_064,lfw_eval,non-match,0.1344,non-match,-0.1804,high,0.0122,2.1156,1.5578,True,0.0326,6.1175,3.5588,True,0.0002,0.9801,0.0004,0.9836,True,0,True,all_negative_nonmatch,,,,-0.1429,-0.7143,0.4286,0.7714,6,nose,skin,skin,,hair,,,
lfw_nonmatch_065,lfw_eval,non-match,-0.0009,non-match,-0.3157,high,-0.0043,0.5470,0.7144,False,-0.0138,0.3843,0.6619,False,0.0049,-1.2108,0.0253,-1.0510,False,2,True,,,,,-0.1429,0.0357,-0.1786,0.4286,7,r_brow,r_eye,hair,skin,hair,,,
lfw_nonmatch_066,lfw_eval,non-match,0.0866,non-match,-0.2282,high,0.0240,19.0410,8.6481,True,0.0202,5.6490,3.4310,True,0.0240,-2.1291,0.0228,7758.6926,False,5,True,,,,,0.0714,-0.2619,0.6905,-0.3095,8,hair,skin,skin,skin,skin,,,
lfw_nonmatch_067,lfw_eval,non-match,0.0751,non-match,-0.2398,high,0.0259,11.0614,6.0307,True,0.0388,4.2482,2.6241,True,0.0131,-0.2131,0.0033,0.8935,False,1,True,,,,,-0.3714,0.2000,0.3143,-0.2000,6,r_brow,skin,nose,r_brow,skin,,,
lfw_nonmatch_068,lfw_eval,non-match,0.0538,non-match,-0.2610,high,,,,,,,,,,,,,False,2,True,,,,,-0.4000,0.4000,0.8000,0.8000,4,r_brow,skin,hair,hair,skin,,,
lfw_nonmatch_069,lfw_eval,non-match,0.0877,non-match,-0.2271,high,0.0094,4.0370,2.5637,True,0.0128,2.4459,3.3654,False,-0.0156,-0.4188,-0.0659,-2.1269,False,4,True,,,,,-0.0476,0.0238,0.6905,0.2619,8,l_eye,skin,hair,nose,hair,,,
lfw_nonmatch_070,lfw_eval,non-match,0.1014,non-match,-0.2134,high,0.0142,4.9004,2.5488,True,0.0202,3.4385,2.2916,True,0.0057,0.2610,-0.0052,1.3593,False,3,True,,,,,0.2143,-0.0714,0.7143,0.5714,7,nose,nose,nose,r_brow,skin,,,
lfw_nonmatch_071,lfw_eval,non-match,0.0996,non-match,-0.2153,high,0.0164,5.4037,3.2018,True,-0.0109,0.7069,0.8535,False,-0.0028,1.3675,-0.0191,2.0567,False,1,True,,,,,-0.4857,-0.4857,0.7714,-0.7143,6,hair,skin,mouth,mouth,skin,,,
lfw_nonmatch_072,lfw_eval,non-match,0.0614,non-match,-0.2535,high,0.0018,1.3078,1.1539,True,0.0303,3.6901,2.3450,True,0.0020,0.7018,0.0353,0.1487,False,1,True,,,,,-0.0911,-0.3947,0.2125,0.0304,6,mouth,skin,skin,mouth,hair,,,
lfw_nonmatch_073,lfw_eval,non-match,-0.0543,non-match,-0.3692,high,0.0196,7.7785,3.7299,True,0.0259,4.1619,2.2213,True,0.0137,-6.3174,0.0285,-13.0409,False,5,True,,,,,0.4524,-0.1429,0.7381,0.3810,8,nose,skin,skin,skin,skin,,,
lfw_nonmatch_074,lfw_eval,non-match,0.1302,non-match,-0.1846,high,0.0158,3.0617,1.5913,True,0.0441,4.1901,2.0655,True,0.0144,0.3426,0.0441,0.2387,True,0,True,all_negative_nonmatch,,,,0.3810,-0.4286,0.2857,0.8095,8,mouth,skin,skin,,r_brow,,,
lfw_nonmatch_075,lfw_eval,non-match,0.0347,non-match,-0.2802,high,0.0083,2.9674,1.9837,True,0.0095,2.3473,1.6737,True,0.0143,-2.1249,0.0117,-0.9056,False,2,True,,,,,-0.4286,0.1429,-0.0857,-0.3143,6,l_brow,skin,skin,skin,skin,,,
lfw_nonmatch_076,lfw_eval,non-match,0.0232,non-match,-0.2916,high,,,,,,,,,,,,,False,1,True,,,,,0.2052,-0.6669,0.2052,0.8721,5,skin,hair,skin,hair,skin,,,
lfw_nonmatch_077,lfw_eval,non-match,0.1172,non-match,-0.1976,high,0.0124,2.3051,1.5712,True,0.0096,1.8017,1.2442,True,0.0212,-0.5364,0.0212,-0.2128,False,3,True,,,,,0.6667,-0.0238,0.0238,0.4762,8,nose,nose,nose,r_eye,skin,,,
lfw_nonmatch_078,lfw_eval,non-match,0.0400,non-match,-0.2748,high,0.0051,1.7369,1.2374,True,-0.0200,0.2539,0.6390,False,-0.0090,0.1332,-0.0163,-0.9302,False,3,True,,,,,0.2143,-0.8571,0.6786,0.1786,7,mouth,hair,skin,nose,skin,,,
lfw_nonmatch_079,lfw_eval,non-match,0.1224,non-match,-0.1924,high,0.0160,2.7648,1.7198,True,0.0366,5.7114,2.9434,True,0.0235,-0.0806,0.0353,0.0942,False,2,True,,,,,0.1786,0.0714,0.5714,0.4643,7,mouth,skin,skin,r_eye,nose,,,
lfw_nonmatch_080,lfw_eval,non-match,0.0063,non-match,-0.3085,high,0.0016,1.2438,1.1219,True,-0.0092,0.4832,0.7416,False,0.0024,2.7053,-0.0219,-0.1977,False,5,True,,,,,-0.6571,-0.7714,0.2000,0.3714,6,r_brow,hair,skin,hair,skin,,,
lfw_nonmatch_081,lfw_eval,non-match,0.0120,non-match,-0.3028,high,0.0071,1.8773,1.4387,True,0.0020,1.2266,1.1133,True,0.0082,-69.7770,0.0073,0.1279,False,2,True,,,,,0.5429,-0.1429,0.1429,0.7714,6,nose,l_brow,nose,mouth,skin,,,
lfw_nonmatch_082,lfw_eval,non-match,0.1914,non-match,-0.1234,medium,-0.0005,0.9699,0.9849,False,-0.0060,0.8537,0.9269,False,-0.0046,3.3769,-0.0467,11.9165,False,2,True,,,,,0.0286,-0.6571,0.7714,-0.6000,6,mouth,hair,r_brow,nose,skin,,,
lfw_nonmatch_083,lfw_eval,non-match,0.0515,non-match,-0.2634,high,0.0224,11.9083,5.2748,True,0.0194,12.1742,5.1506,True,-0.0042,0.4083,-0.0089,3.8224,False,3,True,,,,,0.4524,0.3810,0.5952,0.0952,8,r_brow,skin,skin,mouth,skin,,,
lfw_nonmatch_084,lfw_eval,non-match,0.0313,non-match,-0.2835,high,0.0224,4.5947,2.7973,True,0.0291,3.4862,2.2431,True,0.0182,-0.2738,0.0005,0.9623,False,4,True,,,,,-0.0286,-0.3143,0.6571,0.0857,6,nose,skin,skin,mouth,hair,,,
lfw_nonmatch_085,lfw_eval,non-match,0.0325,non-match,-0.2823,high,0.0142,2.1301,1.3733,True,0.0285,6.2102,3.4615,True,0.0256,-3.3477,0.0287,-4.5580,False,3,True,,,,,-0.5714,-0.1429,0.5357,0.0000,7,nose,skin,skin,skin,skin,,,
lfw_nonmatch_086,lfw_eval,non-match,0.0815,non-match,-0.2333,high,,,,,,,,,,,,,False,3,True,,,,,-0.3000,0.2000,0.9000,-0.8000,5,mouth,hair,hair,hair,hair,,,
lfw_nonmatch_087,lfw_eval,non-match,0.0597,non-match,-0.2551,high,,,,,,,,,,,,,False,3,True,,,,,-0.3000,-0.7000,0.0000,0.5000,5,hair,l_brow,hair,skin,hair,,,
lfw_nonmatch_088,lfw_eval,non-match,0.0224,non-match,-0.2925,high,-0.0012,0.9164,0.9582,False,-0.0030,0.7987,0.8994,False,-0.0064,-5.3950,0.0028,-0.7514,False,3,True,,,,,-0.5429,0.5429,-0.2000,-0.7143,6,r_brow,mouth,skin,hair,hair,,,
lfw_nonmatch_089,lfw_eval,non-match,0.0001,non-match,-0.3148,high,0.0170,6.3633,3.7289,True,0.0358,3.6662,2.0059,True,0.0258,-0.5460,0.0583,-0.8983,False,5,True,,,,,0.3571,-0.1429,0.7857,0.9286,7,r_brow,skin,skin,hair,r_brow,,,
lfw_nonmatch_090,lfw_eval,non-match,-0.0163,non-match,-0.3311,high,-0.0135,0.2583,0.6269,False,-0.0042,0.6247,1.9770,False,-0.0033,-1.6138,-0.0426,-0.4371,False,3,True,,,,,-0.6071,-0.3571,0.5357,0.2143,7,nose,hair,nose,hair,r_brow,,,
lfw_nonmatch_091,lfw_eval,non-match,-0.0402,non-match,-0.3551,high,,,,,,,,,,,,,True,1,True,all_positive_nonmatch,,,,,,,,1,hair,hair,hair,hair,hair,,too few common parts (1),
lfw_nonmatch_092,lfw_eval,non-match,-0.0500,non-match,-0.3648,high,0.0139,3.6191,1.9546,True,0.0374,5.0881,2.7298,True,0.0226,-5.5832,0.0455,13.9538,False,7,False,,0.0159,5.8983,True,-0.0238,-0.0238,0.0952,0.5714,8,mouth,skin,skin,skin,skin,,,
lfw_nonmatch_093,lfw_eval,non-match,-0.0270,non-match,-0.3418,high,0.0073,2.7041,1.7022,True,0.0018,1.1709,1.0122,True,0.0100,7.2477,0.0030,1.3490,False,6,False,,0.0100,7.1014,True,-0.0357,0.2500,-0.3571,-0.8929,7,l_brow,nose,nose,nose,nose,,,
lfw_nonmatch_094,lfw_eval,non-match,-0.0056,non-match,-0.3204,high,-0.0040,0.4600,0.7300,False,0.0209,2.7311,1.8655,True,-0.0063,-0.1371,-0.0330,0.0015,False,3,True,,,,,-0.3714,0.0286,0.2571,-0.6000,6,r_brow,skin,nose,skin,nose,,,
lfw_nonmatch_095,lfw_eval,non-match,-0.0053,non-match,-0.3202,high,0.0002,1.0369,1.1788,False,-0.0043,0.7375,0.8248,False,0.0063,0.3072,0.0139,8.1856,False,4,True,,,,,-0.4192,-0.2395,0.0599,0.4311,8,mouth,hair,skin,hair,l_eye,,,
lfw_nonmatch_096,lfw_eval,non-match,-0.0529,non-match,-0.3677,high,,,,,,,,,,,,,True,5,True,all_positive_nonmatch,,,,-0.1000,-0.3000,0.3000,0.3000,5,l_brow,skin,skin,skin,skin,,,
lfw_nonmatch_097,lfw_eval,non-match,0.1295,non-match,-0.1854,high,-0.0050,0.6612,0.9066,False,-0.0105,0.4934,0.9814,False,-0.0016,1.7270,0.0127,0.4405,False,1,True,,,,,-0.1182,-0.7881,-0.2364,0.2167,7,hair,nose,skin,l_eye,l_eye,,,
lfw_nonmatch_098,lfw_eval,non-match,-0.0518,non-match,-0.3666,high,0.0009,1.2081,1.1040,True,0.0138,6.8715,3.9357,True,-0.0001,1.0262,-0.0123,0.0850,False,2,True,,,,,-0.2000,-0.1429,0.5429,0.8286,6,nose,skin,nose,skin,l_brow,,,
lfw_nonmatch_099,lfw_eval,non-match,0.0370,non-match,-0.2779,high,0.0190,2.8015,1.9929,True,0.0216,2.3408,1.4991,True,0.0417,-0.9740,0.0406,-0.4552,False,2,True,,,,,-0.2857,-0.3571,-0.2857,0.2143,7,mouth,r_eye,r_brow,r_brow,r_brow,,,
lfw_nonmatch_100,lfw_eval,non-match,0.0006,non-match,-0.3142,high,0.0179,4.5442,2.5615,True,0.0156,3.2344,2.0808,True,-0.0139,0.1525,-0.0034,-0.5475,False,5,True,,,,,0.0714,0.4048,0.6190,-0.1429,8,nose,skin,skin,r_brow,skin,,,
lfw_nonmatch_101,lfw_eval,non-match,0.1134,non-match,-0.2015,high,-0.0075,0.4975,0.6212,False,0.0038,1.3944,1.7084,False,0.0222,-0.0989,0.0387,-0.2575,False,4,True,,,,,0.5000,-0.2619,0.5238,0.3333,8,hair,hair,skin,r_brow,nose,,,
lfw_nonmatch_102,lfw_eval,non-match,-0.0043,non-match,-0.3191,high,0.0100,1.9178,1.4589,True,0.0145,2.0741,1.5370,True,0.0003,0.9578,0.0071,1.9728,False,5,True,,,,,0.2571,0.9429,0.3714,0.0286,6,l_brow,skin,skin,skin,l_brow,,,
lfw_nonmatch_103,lfw_eval,non-match,0.0368,non-match,-0.2780,high,0.0175,11.1483,5.3999,True,0.0301,17.5533,8.4427,True,0.0073,-0.2351,0.0053,0.6922,False,2,True,,,,,-0.5238,0.1905,0.8095,-0.5000,8,l_brow,skin,nose,hair,skin,,,
lfw_nonmatch_104,lfw_eval,non-match,-0.0156,non-match,-0.3305,high,0.0284,5.9587,3.4794,True,0.0265,3.0450,2.0225,True,0.0328,-1.4464,0.0336,-6.2753,False,5,True,,,,,0.0857,0.4286,0.0286,0.0857,6,nose,nose,nose,mouth,skin,,,
lfw_nonmatch_105,lfw_eval,non-match,0.0888,non-match,-0.2260,high,0.0077,3.6938,1.9787,True,0.0099,2.9418,3.3497,False,0.0065,-12.4581,-0.0155,-2119.7706,False,3,True,,,,,-0.3571,0.0476,0.5476,0.0476,8,nose,skin,nose,nose,nose,,,
lfw_nonmatch_106,lfw_eval,non-match,0.1483,non-match,-0.1665,high,0.0198,2.3912,1.6956,True,0.0091,1.2356,1.1178,True,0.0415,-0.4241,0.0546,0.2001,False,3,True,,,,,0.8857,0.6000,0.8286,-0.1429,6,hair,skin,skin,l_brow,l_brow,,,
lfw_nonmatch_107,lfw_eval,non-match,-0.0235,non-match,-0.3384,high,0.0280,7.8211,4.4105,True,0.0417,4.8019,2.9009,True,0.0161,5.0125,0.0230,2.1340,True,6,False,,0.0221,6.4310,True,0.2571,0.4857,0.9429,0.5429,6,mouth,skin,skin,skin,skin,,,
lfw_nonmatch_108,lfw_eval,non-match,-0.0336,non-match,-0.3484,high,-0.0002,0.9773,0.9886,False,-0.0432,0.1278,0.5639,False,-0.0047,4.1586,0.0334,0.1280,False,3,True,,,,,-0.3143,0.3714,0.0286,-0.0857,6,l_brow,skin,nose,nose,mouth,,,
lfw_nonmatch_109,lfw_eval,non-match,0.0192,non-match,-0.2956,high,0.0080,1.8898,1.4449,True,0.0263,2.6574,1.8287,True,0.0220,18.4962,0.0565,-2.9565,False,4,True,,,,,0.0286,-0.5429,0.3714,0.0286,6,hair,nose,skin,nose,skin,,,
lfw_nonmatch_110,lfw_eval,non-match,0.1065,non-match,-0.2083,high,-0.0038,0.6346,1.1216,False,-0.0091,0.5875,0.8741,False,0.0232,-0.5446,0.0282,-1.6649,False,5,True,,,,,0.4286,0.3571,0.8810,-0.6905,8,l_eye,hair,nose,hair,l_brow,,,
lfw_nonmatch_111,lfw_eval,non-match,-0.0267,non-match,-0.3415,high,0.0059,2.9306,1.9653,True,0.0179,2.6903,1.8451,True,0.0065,-5.7629,0.0196,-4.4428,False,3,True,,,,,0.4286,-0.7714,0.6000,0.7143,6,hair,skin,skin,skin,skin,,,
lfw_nonmatch_112,lfw_eval,non-match,0.0251,non-match,-0.2897,high,0.0032,1.8964,1.4482,True,0.0141,3.0307,2.0153,True,-0.0039,-2.8518,-0.0141,3.6031,False,2,True,,,,,0.5429,0.6571,0.5429,-0.1429,6,r_brow,skin,skin,nose,skin,,,
lfw_nonmatch_113,lfw_eval,non-match,-0.0220,non-match,-0.3368,high,-0.0058,0.5318,0.7821,False,-0.0021,0.8714,1.0024,False,0.0003,1.0649,0.0051,-12.2412,False,3,True,,,,,0.4643,0.5714,0.3929,-0.3571,7,r_brow,hair,skin,nose,skin,,,
lfw_nonmatch_114,lfw_eval,non-match,0.0556,non-match,-0.2592,high,-0.0006,0.9671,0.8449,True,-0.0046,0.7374,0.8655,False,0.0296,-0.6611,0.0224,-0.3415,False,2,True,,,,,0.3571,-0.1786,0.1429,0.1429,7,skin,nose,hair,r_eye,hair,,,
lfw_nonmatch_115,lfw_eval,non-match,0.0926,non-match,-0.2223,high,0.0256,46.2143,26.3870,True,0.0523,17.7561,9.7611,True,0.0158,0.0756,0.0342,17.0282,False,6,False,,0.0071,13.5413,True,0.0000,-0.1429,0.5000,-0.7143,7,r_brow,hair,mouth,hair,hair,,,
lfw_nonmatch_116,lfw_eval,non-match,0.1950,non-match,-0.1199,medium,0.0273,10.1784,5.7319,True,0.0249,3.9178,2.2957,True,0.0339,-0.2718,0.0288,-0.2821,False,4,True,,,,,-0.2619,0.7143,0.8095,0.2143,8,r_eye,skin,skin,hair,r_brow,,,
lfw_nonmatch_117,lfw_eval,non-match,0.0083,non-match,-0.3066,high,,,,,,,,,,,,,False,2,True,,,,,0.8000,0.2000,1.0000,0.8000,4,skin,skin,skin,mouth,mouth,,,
lfw_nonmatch_118,lfw_eval,non-match,0.0473,non-match,-0.2676,high,-0.0006,0.9358,0.9679,False,0.0042,1.2894,1.1447,True,0.0175,-0.5870,0.0315,-3.1770,False,4,True,,,,,-0.3714,-0.3714,0.0857,0.7714,6,mouth,r_brow,mouth,r_brow,hair,,,
lfw_nonmatch_119,lfw_eval,non-match,0.1492,non-match,-0.1657,high,0.0125,1.9238,1.4619,True,0.0551,4.1098,2.5549,True,0.0016,0.8491,0.0597,-0.1971,False,4,True,,,,,-0.0857,-0.7714,0.0286,0.4857,6,nose,skin,skin,mouth,hair,,,
lfw_nonmatch_120,lfw_eval,non-match,0.0470,non-match,-0.2678,high,0.0020,1.6447,1.3223,True,-0.0036,0.7421,0.8710,False,0.0006,0.8391,0.0013,0.8683,False,2,True,,,,,0.9429,-0.1429,1.0000,-0.0857,6,hair,hair,l_brow,r_brow,hair,,,
lfw_nonmatch_121,lfw_eval,non-match,-0.0182,non-match,-0.3330,high,0.0081,3.8443,3.4755,True,0.0208,3.4197,3.8239,False,0.0169,-0.9063,0.0466,-2.0111,False,5,True,,,,,0.6429,-0.7143,0.7857,0.0238,8,skin,skin,l_brow,skin,nose,,,
lfw_nonmatch_122,lfw_eval,non-match,0.0696,non-match,-0.2452,high,0.0157,4.2882,2.6441,True,0.0335,7.7948,4.3974,True,0.0009,1.4178,0.0187,-3.6503,False,2,True,,,,,0.6571,0.0286,0.7143,0.8286,6,hair,skin,hair,skin,hair,,,
lfw_nonmatch_123,lfw_eval,non-match,0.0103,non-match,-0.3045,high,0.0169,3.8194,2.4097,True,0.0512,6.0576,3.5288,True,0.0263,-1.6841,0.0589,-5.4256,False,4,True,,,,,0.0857,0.1429,0.9429,0.1429,6,l_brow,skin,skin,skin,skin,,,
lfw_nonmatch_124,lfw_eval,non-match,0.1033,non-match,-0.2115,high,0.0018,1.1796,1.1296,True,-0.0077,0.6924,0.8266,False,0.0042,-0.9846,0.0225,0.1690,False,3,True,,,,,-0.4643,-0.6786,0.1429,-0.2143,7,l_brow,skin,hair,mouth,hair,,,
lfw_nonmatch_125,lfw_eval,non-match,-0.0388,non-match,-0.3536,high,0.0039,1.4898,1.4680,True,0.0043,1.5965,1.8773,False,0.0161,-33.2337,-0.0059,-1.8303,False,5,True,,,,,0.5000,-0.3929,0.7500,-0.3571,7,hair,skin,mouth,nose,mouth,,,
lfw_nonmatch_126,lfw_eval,non-match,-0.0974,non-match,-0.4123,high,0.0078,1.7188,1.2502,True,0.0079,1.3991,1.1152,True,0.0250,-2.8934,0.0212,2.9026,False,7,False,,0.0137,3.7834,True,0.0714,-0.0476,0.1190,-0.0714,8,mouth,skin,skin,skin,skin,,,
lfw_nonmatch_127,lfw_eval,non-match,0.0309,non-match,-0.2839,high,,,,,,,,,,,,,True,0,True,all_negative_nonmatch,,,,,,,,2,hair,hair,hair,,,,too few common parts (2),
lfw_nonmatch_128,lfw_eval,non-match,0.0929,non-match,-0.2220,high,0.0129,4.3014,2.2912,True,-0.0006,0.9807,0.8584,True,0.0023,-3.5534,0.0075,1.5548,False,4,True,,,,,-0.1071,0.1429,0.5714,-0.3571,7,nose,skin,hair,hair,hair,,,
lfw_nonmatch_129,lfw_eval,non-match,0.0683,non-match,-0.2466,high,-0.0064,0.7708,0.8854,False,0.0014,1.0663,1.0331,True,0.0034,0.8432,0.0000,0.9989,False,1,True,,,,,0.4857,0.0857,0.6000,0.2571,6,mouth,nose,r_brow,r_brow,hair,,,
lfw_nonmatch_130,lfw_eval,non-match,0.1884,non-match,-0.1264,medium,0.0148,2.8314,1.9157,True,0.0492,3.9456,2.4728,True,0.0122,0.3727,0.0495,0.2497,False,1,True,,,,,0.0286,0.3714,0.6571,0.5429,6,nose,skin,mouth,r_brow,hair,,,
lfw_nonmatch_131,lfw_eval,non-match,0.0520,non-match,-0.2628,high,0.0058,2.8062,1.7299,True,0.0130,2.8140,2.3730,True,0.0060,0.3527,0.0224,-0.1094,False,3,True,,,,,-0.5714,0.1071,0.3571,-0.2500,7,l_brow,hair,nose,hair,l_eye,,,
lfw_nonmatch_132,lfw_eval,non-match,0.0629,non-match,-0.2519,high,-0.0024,0.7230,0.8615,False,0.0129,1.8257,1.4129,True,0.0026,0.4351,-0.0136,-0.8396,False,4,True,,,,,0.8286,0.6000,0.8857,-0.0857,6,r_brow,skin,mouth,r_brow,skin,,,
lfw_nonmatch_133,lfw_eval,non-match,-0.0276,non-match,-0.3424,high,0.0135,3.0749,2.0375,True,-0.0075,0.7405,0.8702,False,0.0135,3.0749,-0.0075,0.7405,True,6,False,,0.0135,3.0749,True,-0.3143,-0.7143,0.7143,0.4286,6,mouth,hair,skin,hair,skin,,,
