pair_id,category,ground_truth,img_a,img_b
lfw_match_149,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Frank_Cassell\Frank_Cassell_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Frank_Cassell\Frank_Cassell_0002.jpg
lfw_match_150,lfw_eval,match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Frank_Dunham_Jr\Frank_Dunham_Jr_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Frank_Dunham_Jr\Frank_Dunham_Jr_0002.jpg
lfw_nonmatch_001,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\AJ_Lamas\AJ_Lamas_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Zach_Safrin\Zach_Safrin_0001.jpg
lfw_nonmatch_002,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Aaron_Guiel\Aaron_Guiel_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Reese_Witherspoon\Reese_Witherspoon_0003.jpg
lfw_nonmatch_003,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Aaron_Tippin\Aaron_Tippin_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Jose_Luis_Rodriguez_Zapatero\Jose_Luis_Rodriguez_Zapatero_0001.jpg
lfw_nonmatch_004,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Abdul_Majeed_Shobokshi\Abdul_Majeed_Shobokshi_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Charles_Cope\Charles_Cope_0001.jpg
lfw_nonmatch_005,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Abdullah_Gul\Abdullah_Gul_0016.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Steve_Cox\Steve_Cox_0001.jpg
lfw_nonmatch_006,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Abid_Hamid_Mahmud_Al-Tikriti\Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Eli_Broad\Eli_Broad_0001.jpg
lfw_nonmatch_007,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Adam_Kennedy\Adam_Kennedy_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Amelie_Mauresmo\Amelie_Mauresmo_0019.jpg
lfw_nonmatch_008,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Adel_Al-Jubeir\Adel_Al-Jubeir_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Elisabeth_Welch\Elisabeth_Welch_0001.jpg
lfw_nonmatch_009,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Adrian_Murrell\Adrian_Murrell_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Tommy_Franks\Tommy_Franks_0015.jpg
lfw_nonmatch_010,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Adriana_Lima\Adriana_Lima_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Terrence_Trammell\Terrence_Trammell_0001.jpg
lfw_nonmatch_011,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Adriana_Perez_Navarro\Adriana_Perez_Navarro_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Capriati\Jennifer_Capriati_0008.jpg
lfw_nonmatch_012,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Agbani_Darego\Agbani_Darego_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Malik_Mahmud\Malik_Mahmud_0001.jpg
lfw_nonmatch_013,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Ghazi\Ahmed_Ghazi_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Henry_Suazo\Henry_Suazo_0001.jpg
lfw_nonmatch_014,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Aileen_Riggin_Soule\Aileen_Riggin_Soule_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Damarius_Bilbo\Damarius_Bilbo_0001.jpg
lfw_nonmatch_015,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ain_Seppik\Ain_Seppik_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Regan\Donald_Regan_0001.jpg
lfw_nonmatch_016,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Aitor_Gonzalez\Aitor_Gonzalez_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Lily_Tomlin\Lily_Tomlin_0002.jpg
lfw_nonmatch_017,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Al_Cardenas\Al_Cardenas_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Mary_Landrieu\Mary_Landrieu_0003.jpg
lfw_nonmatch_018,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Al_Davis\Al_Davis_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Dennis_Powell\Dennis_Powell_0001.jpg
lfw_nonmatch_019,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Al_Pacino\Al_Pacino_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Izzat_Ibrahim\Izzat_Ibrahim_0001.jpg
lfw_nonmatch_020,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Aleksander_Voloshin\Aleksander_Voloshin_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ashlea_Talbot\Ashlea_Talbot_0001.jpg
lfw_nonmatch_021,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Alex_Cabrera\Alex_Cabrera_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Richard_Carl\Richard_Carl_0001.jpg
lfw_nonmatch_022,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Alex_Corretja\Alex_Corretja_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Newt_Gingrich\Newt_Gingrich_0001.jpg
lfw_nonmatch_023,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Alex_Corretja\Alex_Corretja_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Tippi_Hedren\Tippi_Hedren_0002.jpg
lfw_nonmatch_024,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Alexandra_Rozovskaya\Alexandra_Rozovskaya_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Don_King\Don_King_0001.jpg
lfw_nonmatch_025,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ali_Fallahian\Ali_Fallahian_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Mohammed_Abulhasan\Mohammed_Abulhasan_0001.jpg
lfw_nonmatch_026,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ali_Naimi\Ali_Naimi_0008.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Vanessa_Laine\Vanessa_Laine_0001.jpg
lfw_nonmatch_027,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Alicia_Keys\Alicia_Keys_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Giannina_Facio\Giannina_Facio_0001.jpg
lfw_nonmatch_028,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Alicia_Molik\Alicia_Molik_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Lena_Katina\Lena_Katina_0001.jpg
lfw_nonmatch_029,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Aline_Chretien\Aline_Chretien_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Carlos_Iturgaitz\Carlos_Iturgaitz_0001.jpg
lfw_nonmatch_030,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Alisha_Richman\Alisha_Richman_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Spencer_Abraham\Spencer_Abraham_0009.jpg
lfw_nonmatch_031,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Allison_Searing\Allison_Searing_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Amy_Gale\Amy_Gale_0001.jpg
lfw_nonmatch_032,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Allison_Searing\Allison_Searing_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Mark_Martin\Mark_Martin_0001.jpg
lfw_nonmatch_033,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Allison_Searing\Allison_Searing_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Phillip_Fulmer\Phillip_Fulmer_0001.jpg
lfw_nonmatch_034,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Allison_Searing\Allison_Searing_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Warren_Beatty\Warren_Beatty_0001.jpg
lfw_nonmatch_035,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Amanda_Marsh\Amanda_Marsh_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Howard_Smith\Howard_Smith_0002.jpg
lfw_nonmatch_036,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Amanda_Marsh\Amanda_Marsh_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Svetlana_Koroleva\Svetlana_Koroleva_0002.jpg
lfw_nonmatch_037,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Amelie_Mauresmo\Amelie_Mauresmo_0006.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Terri_Clark\Terri_Clark_0001.jpg
lfw_nonmatch_038,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Amporn_Falise\Amporn_Falise_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Christiane_Wulff\Christiane_Wulff_0001.jpg
lfw_nonmatch_039,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Amporn_Falise\Amporn_Falise_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Liza_Minnelli\Liza_Minnelli_0002.jpg
lfw_nonmatch_040,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Amporn_Falise\Amporn_Falise_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Zhang_Yimou\Zhang_Yimou_0001.jpg
lfw_nonmatch_041,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Amy_Gale\Amy_Gale_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Frank_Murkowski\Frank_Murkowski_0001.jpg
lfw_nonmatch_042,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ana_Palacio\Ana_Palacio_0005.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Erika_Christensen\Erika_Christensen_0002.jpg
lfw_nonmatch_043,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ana_Palacio\Ana_Palacio_0006.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Robert_Gordon_Card\Robert_Gordon_Card_0001.jpg
lfw_nonmatch_044,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Andrew_Caldecott\Andrew_Caldecott_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Joe_Strummer\Joe_Strummer_0001.jpg
lfw_nonmatch_045,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Andrew_Shutley\Andrew_Shutley_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Charles_Taylor\Charles_Taylor_0007.jpg
lfw_nonmatch_046,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Andrew_Wetzler\Andrew_Wetzler_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Cristina_Torrens_Valero\Cristina_Torrens_Valero_0001.jpg
lfw_nonmatch_047,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Angela_Mascia-Frye\Angela_Mascia-Frye_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Derrick_Taylor\Derrick_Taylor_0001.jpg
lfw_nonmatch_048,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ann_Godbehere\Ann_Godbehere_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Paul_Newman\Paul_Newman_0001.jpg
lfw_nonmatch_049,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ann_Godbehere\Ann_Godbehere_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Tatiana_Kennedy_Schlossberg\Tatiana_Kennedy_Schlossberg_0001.jpg
lfw_nonmatch_050,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Anna_Chicherova\Anna_Chicherova_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Bob_Iger\Bob_Iger_0001.jpg
lfw_nonmatch_051,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Anna_Nicole_Smith\Anna_Nicole_Smith_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Tony_Shalhoub\Tony_Shalhoub_0004.jpg
lfw_nonmatch_052,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Anne_Krueger\Anne_Krueger_0003.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Lucrecia_Orozco\Lucrecia_Orozco_0001.jpg
lfw_nonmatch_053,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Anne_McLellan\Anne_McLellan_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Richard_Penniman\Richard_Penniman_0001.jpg
lfw_nonmatch_054,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Anne_McLellan\Anne_McLellan_0002.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Roman_Tam\Roman_Tam_0001.jpg
lfw_nonmatch_055,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Annette_Lu\Annette_Lu_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Scott_Fawell\Scott_Fawell_0001.jpg
lfw_nonmatch_056,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Annette_Lu\Annette_Lu_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Svetlana_Belousova\Svetlana_Belousova_0001.jpg
lfw_nonmatch_057,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Annie_Chaplin\Annie_Chaplin_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Gloria_Gaynor\Gloria_Gaynor_0001.jpg
lfw_nonmatch_058,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Annie_Chaplin\Annie_Chaplin_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ion_Tiriac\Ion_Tiriac_0001.jpg
lfw_nonmatch_059,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Annie_Chaplin\Annie_Chaplin_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Michael_Keaton\Michael_Keaton_0001.jpg
lfw_nonmatch_060,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Antonio_Palocci\Antonio_Palocci_0004.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Donald_Regan\Donald_Regan_0001.jpg
lfw_nonmatch_061,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Aretha_Franklin\Aretha_Franklin_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Marc_Racicot\Marc_Racicot_0001.jpg
lfw_nonmatch_062,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Armando_Avila_Panchame\Armando_Avila_Panchame_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Hamza_Atiya_Muhsen\Hamza_Atiya_Muhsen_0001.jpg
lfw_nonmatch_063,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Armando_Avila_Panchame\Armando_Avila_Panchame_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Hana_Urushima\Hana_Urushima_0001.jpg
lfw_nonmatch_064,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Arthur_Johnson\Arthur_Johnson_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Steve_Pagliuca\Steve_Pagliuca_0001.jpg
lfw_nonmatch_065,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ascencion_Barajas\Ascencion_Barajas_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Marissa_Jaret_Winokur\Marissa_Jaret_Winokur_0002.jpg
lfw_nonmatch_066,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ashlea_Talbot\Ashlea_Talbot_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Sean_Patrick_Thomas\Sean_Patrick_Thomas_0001.jpg
lfw_nonmatch_067,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Ashley_Judd\Ashley_Judd_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Pat_Burns\Pat_Burns_0001.jpg
lfw_nonmatch_068,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Asif_Ali_Zardari\Asif_Ali_Zardari_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Cristina_Torrens_Valero\Cristina_Torrens_Valero_0001.jpg
lfw_nonmatch_069,lfw_eval,non-match,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Assad_Ahmadi\Assad_Ahmadi_0001.jpg,C:\Users\vasil\Thesis-project\thesis-explainable-face-verification\data\lfw\lfw-deepfunneled\lfw-deepfunneled\Jose_Cevallos\Jose_Cevallos_0001.jpg
